id,dishName,restaurantID,course,diet,price
6030,Riñones en Brocheta,30,French Food,Vegetarian,240
6031,"Grand Imperial, Sec",682,Chinese Food,Non-Vegetarian,700
6032,Budai Hungarian Wine,352,Spanish Food,Non-Vegetarian,170
6033,Sirloin Steak a la Mirabeau,37,Libyan Food,Vegetarian,680
6034,"PRIME SIRLOIN STEAK (3/4 lb.), French Fried Onion Rings, Baked Idaho Potato, Tossed Green Salad",701,Swedish Food,Vegetarian,570
6035,"Aspic of Seafood Neptune, Green Sauce",207,Kenyan Food,Non-Vegetarian,390
6036,"Baked Breast of Lamb, Sauce Tyrolienne, Celery Salad",52,Kenyan Food,Non-Vegetarian,710
6037,Bowl of Cold Rice and Milk,587,Mexican Food,Non-Vegetarian,140
6038,Schinken in Burgunder,414,Indian Food,Vegetarian,400
6039,Hammelbruhe Cowley,17,Spanish Food,Non-Vegetarian,310
6040,Mixed Grill Bristol,603,Portuguese Food,Vegetarian,420
6041,"All sandwiches are served on french bread, Pickle wedge and potato chips included",376,Korean Food,Vegetarian,500
6042,"Liquors, Crème de Menthe",595,Hawaiian Food,Vegetarian,230
6043,crabmeat supreme sauce,509,Russian Food,Vegetarian,320
6044,Camembert cheese and crackers,562,Latvian Food,Non-Vegetarian,750
6045,"Ammerland Ham, Bread and Butter, Radishes",725,American Food,Vegetarian,770
6046,Potatoes a la Madrienes,464,Tibetan Food,Vegetarian,370
6047,Holiday Pudding Ice Cream,427,Mormon Food,Non-Vegetarian,230
6048,Baked Potato stuffed with Bacon and Cheddar,212,Egyptian Food,Vegetarian,780
6049,"Clam Fritters, with Bacon",427,Latvian Food,Non-Vegetarian,510
6050,Queques fritos,113,Cajun Food,Non-Vegetarian,660
6051,Yoghourt (drink),578,Kenyan Food,Vegetarian,500
6052,"Pot-au-Feu, Ancienne",677,Turkish Food,Vegetarian,770
6053,Cafe Orientale,334,Salvadorian Food,Non-Vegetarian,710
6054,GRILLED SHRIMP Marinated in garlic and herbs,101,Cuban Food,Vegetarian,670
6055,Sweet potatoes saute,16,Latvian Food,Non-Vegetarian,340
6056,Eel Marchand de Vin,717,Irish Food,Non-Vegetarian,130
6057,Cauliflower ,553,Hawaiian Food,Vegetarian,490
6058,Rum (Jamaica),643,Mormon Food,Vegetarian,320
6059,Pudding Tapioca aux Fruits Confits,51,Polish Food,Non-Vegetarian,700
6060,Piccata Di Vitelo Lombarda,174,Spanish Food,Vegetarian,560
6061,Kronenbourg 1664,723,Algerian Food,Vegetarian,430
6062,"Irroy, Brut 1906",479,Egyptian Food,Vegetarian,740
6063,"Charlotte aux fruits frais et ??? Coulis (I know it's Coulis, but what's the word in front)",240,Tahitian Food,Vegetarian,760
6064,Onion Omelet Fried In Butter,709,Canadian Food,Vegetarian,770
6065,Saint Emilion Grand Cru (1982),229,German Food,Vegetarian,400
6066,"GYRO Pure Ground Beef, chopped Bermuda Onions, Spices and Herbs, cooked on our rotisserie, served on our special Pita Bread with Bermuda Onions, red ripe Tomatoes, and our Acropolis Tzatziki Sauce Gyro",727,German Food,Vegetarian,250
6067,Brown Mashed Potato,402,Egyptian Food,Non-Vegetarian,670
6068,Home-made pie with cheese,542,Welsh Food,Vegetarian,630
6069,waffle with crisp bacon,593,Mormon Food,Non-Vegetarian,500
6070,Muzzle of Beef,264,Mexican Food,Vegetarian,670
6071,"Beefsteak, Lamb chops, Grilled",113,Latvian Food,Non-Vegetarian,190
6072,"Magnolia Ham, with Potato Salad",392,German Food,Non-Vegetarian,610
6073,74er Ochsenbacher Stromberg Trollinger mit Lemberger,222,Mexican Food,Vegetarian,720
6074,Broiled Shad a la Maitre d'Hotel,94,Thai Food,Vegetarian,490
6075,Eggs - Poached on Toast (2),576,Welsh Food,Non-Vegetarian,730
6076,Doppelte Kraftbrühe mit Ochsenmark,228,Swedish Food,Non-Vegetarian,260
6077,Mashed Sweet Potato,48,Kenyan Food,Vegetarian,770
6078,"lamb stew, parisian",642,Greek Food,Vegetarian,460
6079,HENRY OF NAVARRE Box of 50,15,Salvadorian Food,Non-Vegetarian,190
6080,"Chicken Salad, Small",607,German Food,Vegetarian,730
6081,Spaghetti Milanese,438,Tahitian Food,Vegetarian,610
6082,Escalope de saumon aux poireaux,430,Korean Food,Non-Vegetarian,200
6083,Cold Egg Finlandaise,49,Hawaiian Food,Vegetarian,480
6084,"Lettuce, Escarole Salad",278,Swedish Food,Non-Vegetarian,510
6085,[Porterhouse steak] Bordelaise,708,Japanese Food,Non-Vegetarian,550
6086,Lawerwoosch met Adappelschlaat ,10,Cuban Food,Non-Vegetarian,520
6087,Rhens Water - German Table Water,509,Greek Food,Non-Vegetarian,500
6088,Rum: St. Croix,112,Kenyan Food,Vegetarian,190
6089,Epinards en branche a la creme,61,Portuguese Food,Vegetarian,580
6090,Salmi of Wild Duck & Olives,583,Mormon Food,Vegetarian,360
6091,"Specially Selected Port, Red Seal",169,Indian Food,Non-Vegetarian,270
6092,Cocktail a la Mode,128,Chinese Food,Non-Vegetarian,740
6093,Potage Princesse,236,Japanese Food,Vegetarian,370
6094,Bavaroise au Kirsch,551,Indian Food,Vegetarian,420
6095,"Carre d'agneau rosee avec crepes au choux et paille de legumes, nappes de sauce a la menthe",597,Mormon Food,Vegetarian,750
6096,"Potatoes, Militaire",166,Chinese Food,Vegetarian,370
6097,"Courbet (French bacon, mushrooms, spinach, noodles, cheese, cream sauce)",561,Russian Food,Vegetarian,350
6098,Romaine aux piments doux,358,Algerian Food,Vegetarian,320
6099,Roast Rack of Pork à la Broche,358,Brazilian Food,Non-Vegetarian,520
6100,"Gelee au Mocha, Chantilly",89,Italian Food,Vegetarian,450
6101,"Brains and Eggs, Buttered Toast and Jelly",471,Cajun Food,Vegetarian,290
6102,Repsold Cognac,651,Egyptian Food,Non-Vegetarian,690
6103,"Dry Monopole Brut Special (retail, case or bottle)",328,Chinese Food,Non-Vegetarian,260
6104,"Veuve Clicqout, Gold Label, Brut",665,Irish Food,Vegetarian,420
6105,"English Muffin, Steamed",404,Swedish Food,Non-Vegetarian,620
6106,Great Western Extra Dry,71,Mexican Food,Vegetarian,120
6107,COCOA AND CHOCOLATE,652,Korean Food,Non-Vegetarian,390
6108,"Soup, Creme of Asparagus, Mousselaine",197,Spanish Food,Non-Vegetarian,760
6109,Cho Goo Jan Gai  Steamed Chicken and Grass Mushroom,445,Welsh Food,Non-Vegetarian,170
6110,"Clams, cape cods, medium (half doz.)",485,Salvadorian Food,Non-Vegetarian,590
6111,Wheatena cakes,399,German Food,Vegetarian,250
6112,"Amontillado, Gonzales Byass",617,Canadian Food,Vegetarian,160
6113,All Soups with Meat Orders,222,Cuban Food,Vegetarian,300
6114,Jellied chicken bouillon,513,British Food,Non-Vegetarian,120
6115,Samuel Adams - MA,542,Portuguese Food,Vegetarian,370
6116,Konigin-Pastetchen gefullt mit feinem Ragout,89,Belgian Foods,Non-Vegetarian,180
6117,"Oysters Broiled, Celery Sauce",505,Korean Food,Vegetarian,720
6118,Scallops encinada,645,Brazilian Food,Vegetarian,560
6119,"Guinn Island Sundae, Cake",443,Algerian Food,Non-Vegetarian,180
6120,Thick Ox Tail soup,387,Kenyan Food,Non-Vegetarian,460
6121,Filet of pompano a la Meuniere,125,Polish Food,Vegetarian,150
6122,Gelee Diverses en petites tasses,598,British Food,Vegetarian,150
6123,Chicken and Smithfield Ham Sandwich with Lettuce and Sweet Relish,180,Portuguese Food,Non-Vegetarian,480
6124,Sorbet au Jasmin,567,Greek Food,Non-Vegetarian,280
6125,"Leg of Lamb Poele, Flageolet Beans Bretonne",501,Nigerian Food,Non-Vegetarian,590
6126,"RISOTO, MILANAISE",308,Cuban Food,Non-Vegetarian,370
6127,Texas Bar-B-Q Spareribs Platter,29,British Food,Non-Vegetarian,500
6128,SPECIAL MEAT POBLANA STYLE,281,Cajun Food,Vegetarian,600
6129,"Delamain Cognac ""Pale & Dry"" Tres belle Grande Champagne",483,Jewish Food,Vegetarian,790
6130,"1984 Chardonnay di Alto Adige (Viticolturi Associati)  Fresh, light-bodied dry white wine from Italy's northernmost region.",709,Greek Food,Non-Vegetarian,600
6131,INSALATE,361,German Food,Vegetarian,340
6132,"Grapefruit Salad, French Dressing",466,Greek Food,Non-Vegetarian,160
6133,Mincemeat Pie,172,Haitian Food,Vegetarian,290
6134,"Dover Sole, Meuniere",711,Tibetan Food,Non-Vegetarian,670
6135,"Salad, Nicoise",492,Chinese Food,Vegetarian,560
6136,Hot Potato Soup,350,Italian Food,Vegetarian,230
6137,Broiled Halibut with Parsley Butter,740,Chinese Food,Non-Vegetarian,600
6138,Glace a la Battenberg,733,Haitian Food,Non-Vegetarian,300
6139,Grytstekt godkyckling Bonne femme,693,Canadian Food,Vegetarian,310
6140,Doppelte Kraftbruhe mit Mark oder Ei,360,Russian Food,Non-Vegetarian,740
6141,Cold: Ham,188,Cajun Food,Non-Vegetarian,400
6142,"Imperial, Beadleston & Woertz beer",532,Algerian Food,Non-Vegetarian,770
6143,Small Pitcher of Cream with Black Coffee,350,Thai Food,Non-Vegetarian,560
6144,Frankfort pudding,193,Tahitian Food,Non-Vegetarian,270
6145,SORBET RHUM,506,Indian Food,Non-Vegetarian,630
6146, Asparagus Francaise,642,Belgian Foods,Non-Vegetarian,700
6147,Sweet Potatoes baked,57,Jewish Food,Vegetarian,740
6148,"Omelette mit Champignons, sce. hollandaise",736,Latvian Food,Non-Vegetarian,570
6149,Almejas a la Gallega- Clams,26,Hawaiian Food,Vegetarian,630
6150,Canard Rouennais Patrick Lenotre,112,Thai Food,Vegetarian,140
6151,"Pie, Pineapple",575,Cuban Food,Vegetarian,380
6152,"Genever Bols, Aquavit",580,Cuban Food,Non-Vegetarian,370
6153,Sce Sabayon,156,British Food,Non-Vegetarian,180
6154,"Bains & Thompson's Ale, ",625,Polish Food,Non-Vegetarian,300
6155,Creme de Cocao,549,Spanish Food,Non-Vegetarian,550
6156,PLAICE Grilled - Filleted or on the bone and grilled.,312,Korean Food,Non-Vegetarian,690
6157,Escargot de Bourgogne,204,Belgian Foods,Non-Vegetarian,700
6158,"Poitrine de volaille, Madrilene",633,Portuguese Food,Non-Vegetarian,360
6159,"UTAH MOUNTAIN TROUT, Fried Golden Brown in Fresh Butter",250,Turkish Food,Non-Vegetarian,290
6160,"Kümmel, Imported",98,Salvadorian Food,Non-Vegetarian,160
6161,Salsify Fritters Maintenon,20,Latvian Food,Non-Vegetarian,280
6162,Bahar-Milliktani [soup] (Curry and Rice),285,American Food,Vegetarian,350
6163,International Salad,395,Cuban Food,Vegetarian,770
6164,Special=Lobster Salad,157,Algerian Food,Non-Vegetarian,250
6165,"No. 5 Dinner:  Weiner Schnitzel, includes Soup or Juice, Dessert & Beverage",522,Mexican Food,Non-Vegetarian,280
6166,"March & Benson's, Dry South Side, very fine and delicate Madeira",193,Brazilian Food,Non-Vegetarian,460
6167,Lobster - Broiled or Steamed,212,Libyan Food,Non-Vegetarian,270
6168,Salads: Cold slaw,692,Tibetan Food,Non-Vegetarian,530
6169,"Pontet Canet, ""Barton & Guestier""",48,Mormon Food,Non-Vegetarian,270
6170,Long Island Duckling with Orange Bigarade,271,Cajun Food,Non-Vegetarian,380
6171,Timbales de Filets de Soles a la Vatel,712,Tibetan Food,Vegetarian,180
6172,Strawberry Pastry.,548,Kenyan Food,Vegetarian,550
6173,"Chianti, Classico Selection",292,Peruvian Food,Non-Vegetarian,630
6174,Limeade with Float,571,Japanese Food,Vegetarian,420
6175,Stoonsdorfer,291,Latvian Food,Non-Vegetarian,330
6176,Little Necks Steamed,215,Irish Food,Non-Vegetarian,370
6177,"Baked sea bass, bercy",82,Russian Food,Vegetarian,190
6178,POTATOES- HASHED BROWN,687,Haitian Food,Vegetarian,420
6179,Coleraine Irish,193,Tahitian Food,Non-Vegetarian,340
6180,Rump Steak & Potato Pie,717,Egyptian Food,Non-Vegetarian,640
6181,"Gratinierter Blumenkohl, Raucherschinken, Butterkartoffeln",338,Greek Food,Vegetarian,160
6182,Park & Tilford Reserve Whisky,391,Brazilian Food,Non-Vegetarian,520
6183,"Original Ungarisches Saftgoulasch, Brot",669,Japanese Food,Vegetarian,420
6184,Cold Pate de Foie Gras - Pumpernickel,11,Cajun Food,Non-Vegetarian,160
6185,"Boiled Pork, Ham & Croquettes",486,Algerian Food,Vegetarian,120
6186,"Curry Shrimps, Chutney",187,Korean Food,Vegetarian,470
6187,Philadelphia Squab on toast,331,British Food,Vegetarian,700
6188,"Strawberry Ice Cream Pie, extra charge",737,American Food,Non-Vegetarian,340
6189,Shirred Eggs in Tomato Sauce,81,Brazilian Food,Non-Vegetarian,770
6190,"Old Overholt Rye, Bonded bourbon",613,Indian Food,Non-Vegetarian,130
6191,"Sliced Beets, Onion and Eggs Salad",506,Spanish Food,Non-Vegetarian,660
6192,Wilson's,373,Canadian Food,Vegetarian,420
6193,"Veal and pork pastry ""Casino Cafe Winkler,"" Cumberlandsauce, Waldorf Salad",318,Polish Food,Vegetarian,180
6194,lamb chops,591,Chinese Food,Non-Vegetarian,260
6195,"weakfish, bercy",40,Brazilian Food,Vegetarian,360
6196,Paprika veal cutlet with nockerin,391,Cajun Food,Vegetarian,380
6197,"Broiled English Snipe, on Toast",334,Chinese Food,Vegetarian,400
6198,Diamond,156,Haitian Food,Vegetarian,640
6199,1893 Chat. Smith Lafitte,344,Belgian Foods,Vegetarian,770
6200,Berny-Kartoffeln,26,Irish Food,Vegetarian,490
6201,"Banana glace, Prophete",592,German Food,Vegetarian,510
6202,"Creamed Smoked Haddock, Parslied Potatoes",459,Salvadorian Food,Vegetarian,170
6203,"RACK OF LAMB, PERSILLADE (For Two)",536,Indian Food,Non-Vegetarian,190
6204,Demi-tasse with meals,319,Belgian Foods,Non-Vegetarian,700
6205,"Madeira, Bual Priest's, 1836",430,Brazilian Food,Non-Vegetarian,310
6206,"Lima Beans, Canned",619,Cajun Food,Non-Vegetarian,170
6207,"TUNA SALAD AND TOMATO ON WHEAT BREAD, Mixed Bean Salad, Garni",664,Kenyan Food,Vegetarian,530
6208,"Breast of Pheasant Larded, with French Peas",678,Mexican Food,Non-Vegetarian,280
6209,"1893er Hattenheim, Hinckel & Winckler",527,Russian Food,Non-Vegetarian,230
6210,"PATO CON SALSA DE BANANAS Y NARANJAS (Duck, Bananas, Orange)",425,Canadian Food,Vegetarian,520
6211,Pralinen-Halbgefrorenes,251,Kenyan Food,Non-Vegetarian,560
6212,Sweet Virginia Pickles (plain & mixed) ,97,Portuguese Food,Vegetarian,450
6213,"Rhine Wine, Stein-Wein, Cabinet (Henkell & Co.)",620,Belgian Foods,Non-Vegetarian,730
6214,Fresh Fruit Salad au Maraschino,707,Cajun Food,Vegetarian,490
6215,Yorkshire buck rarebit,417,Irish Food,Vegetarian,520
6216,Sirloin Steak a la Creole,728,French Food,Vegetarian,660
6217,"""Whippet"" Sauce",79,French Food,Vegetarian,400
6218,"Wines: Santa Giustina, Caldaro Lago, Termeno, Terolego, Riesling",531,Mormon Food,Non-Vegetarian,610
6219,"Turkey Livers saute with spaghetti, Caruso",160,Cuban Food,Vegetarian,330
6220,"Guinness' Extra Stout, Nips",77,Welsh Food,Non-Vegetarian,390
6221,Porto Flips,705,Swedish Food,Vegetarian,540
6222,Bananas Dorothy,112,German Food,Vegetarian,420
6223,"Ward ""8""",318,Irish Food,Non-Vegetarian,760
6224,J and B Scotch Whiskey,63,Peruvian Food,Non-Vegetarian,470
6225,"Braised Steak, Esterhazy",627,Salvadorian Food,Vegetarian,710
6226,Fermiere potatoes,163,Irish Food,Non-Vegetarian,180
6227,FILET OF BEEF BRESSANE,114,Italian Food,Vegetarian,690
6228,Drip-O-Lator Sanka Coffee (Pot),573,French Food,Non-Vegetarian,740
6229,"Boiled Haddock, Egg Sauce",307,Hawaiian Food,Non-Vegetarian,320
6230,Moree salee [salt codfish] saute a l'Auvergnat,715,Brazilian Food,Vegetarian,210
6231,"L'erignans (specially created for Life Magazine (caviar olives, truffle, olives, walnuts, cheese)",217,Korean Food,Vegetarian,240
6232,"Open Sliced Steak Sandwich, French Fries, Cole Slaw, Lettuce and Tomato",95,Algerian Food,Non-Vegetarian,290
6233,Candied Yams,226,Mexican Food,Non-Vegetarian,710
6234,Souffle Mirabeau,495,Chinese Food,Non-Vegetarian,400
6235,"Poussin, Chatelaine",635,Hawaiian Food,Non-Vegetarian,420
6236,Mille-feuilles cakes,300,Spanish Food,Non-Vegetarian,590
6237,Coupe Montreuil,725,Belgian Foods,Non-Vegetarian,580
6238,Braised Abalone w/Grevy,311,Thai Food,Non-Vegetarian,670
6239,Speisenkarte,680,Cajun Food,Vegetarian,620
6240,Nova Scotia Salmon with Sliced Tomato,486,Italian Food,Vegetarian,790
6241,Stewed New Beets,513,Jewish Food,Non-Vegetarian,390
6242,"P. & T, Private Stock",113,Chinese Food,Non-Vegetarian,780
6243,"PACIFIC PILCHARDS, VINAIGRETTE",56,Turkish Food,Non-Vegetarian,770
6244,Cold Canape of Caviar,627,Algerian Food,Non-Vegetarian,190
6245,dry bread,584,Salvadorian Food,Non-Vegetarian,600
6246,"Filet de Boeuf, aux champignons",74,Tahitian Food,Non-Vegetarian,370
6247,Gelee de Groseille,430,Nigerian Food,Non-Vegetarian,420
6248,"Spalding's Steak Sandwich, French Fries",553,Indian Food,Non-Vegetarian,190
6249,Bianco Soave litro,607,Indian Food,Non-Vegetarian,770
6250,"Hashed browned potatoes, cream sauce",368,Brazilian Food,Non-Vegetarian,740
6251,"*(1919) Spring Chicken en casserole, Parisienne",166,Algerian Food,Vegetarian,710
6252,Endivien - Salat.,375,Cajun Food,Vegetarian,470
6253,"Melon, raisins",469,Tibetan Food,Non-Vegetarian,720
6254,Tunny-fish in tomato sauce,13,Irish Food,Vegetarian,430
6255,"THURSDAYS Diced Prime Beef Cubes Cooked with Garden Fresh Vegetables in Its Own Natural Juices, Served in Casserole, Parsley Boiled Parisienne Potatoes Tossed Greens, Special Dressing",444,Jewish Food,Non-Vegetarian,530
6256,saumon fume et creme fraiche,661,Japanese Food,Non-Vegetarian,730
6257,"Monte Christo (Mushrooms, artichoke hearts, peas, rice, parsley)",442,Korean Food,Non-Vegetarian,360
6258,Cuisses de grenouilles en fricassee,540,Greek Food,Non-Vegetarian,220
6259,"Half guinea chicken en casserole, Doria",721,Indian Food,Non-Vegetarian,580
6260,Iced coffee with whipped cream,210,Tahitian Food,Non-Vegetarian,760
6261,"Kassler Rippe kalt, mit gem. Salat",534,Kenyan Food,Vegetarian,210
6262,Dindonneau (demi),483,Mormon Food,Vegetarian,560
6263,Huckleberry Tart a la Mode,466,Latvian Food,Non-Vegetarian,470
6264,Pot roast with noodles au gratin,154,Swedish Food,Vegetarian,180
6265,"Ox-tongue Cutlet, Cream Sauce and Peas",66,Italian Food,Vegetarian,440
6266,Scotch Whiskey - Indv. Bottle,465,Portuguese Food,Non-Vegetarian,660
6267,"Breaded pork cutlet, tarragon sauce, stewed tomatoes and egg plant",677,Russian Food,Non-Vegetarian,780
6268,Porkchop,286,Portuguese Food,Vegetarian,450
6269,Bluepoints Cocktail,205,Kenyan Food,Non-Vegetarian,580
6270,Grilled Prime Sirloin Steak Bercy,626,Algerian Food,Non-Vegetarian,560
6271,avec Hollandaise,422,German Food,Vegetarian,300
6272,"Diplomat Cream, strawberry sauce",522,Cajun Food,Non-Vegetarian,180
6273,FETTUCCINE with tomato sauce,408,Scottish Food,Vegetarian,760
6274,Kraftbruhe mit Ochsenmark,224,Polish Food,Vegetarian,750
6275,Coquille de Roquefort a la noisette,445,Russian Food,Non-Vegetarian,290
6276,Coeur a la Creme ,167,British Food,Vegetarian,580
6277,Ris de Veau Brillat-Savarin,445,Welsh Food,Vegetarian,220
6278,Spring Carrots in Cream,227,Jewish Food,Non-Vegetarian,750
6279,"Currant Jelly Omelette, New Green Peas and Mashed Potatoese",455,Swedish Food,Non-Vegetarian,620
6280,"Farina Cake, Apricot Sauce, ""Home Seekers""",339,German Food,Vegetarian,480
6281,Fried Halibut Steakt Anchovy Butter,402,Libyan Food,Vegetarian,450
6282,Loitens Aquavit,2,Hawaiian Food,Vegetarian,280
6283,Lobster Bisque Soup,192,Nigerian Food,Vegetarian,630
6284,Blandaoir rettir (fyrir 4 pers.) per pers,25,British Food,Non-Vegetarian,780
6285,"Potatoes, A la Hobson",560,Thai Food,Vegetarian,740
6286,"1/4 junge Fruhmastente gebraten, mit Apfelscheiben Kartoffelcroquettes und Kopfsalat",64,Thai Food,Vegetarian,690
6287,"Pure Fruit Juice with Cream, Vanilla",531,Tibetan Food,Non-Vegetarian,650
6288,"Saddle of Lamb, Currant Jelly",625,Irish Food,Vegetarian,330
6289,Winninger (Joh. Bapt. Sturm) Moselle Wine,250,Peruvian Food,Non-Vegetarian,640
6290,Stahl und Eisen (Steinhager mit Boonekamp),189,Cuban Food,Non-Vegetarian,460
6291,Broiled Premium T-Bone Steak,573,Spanish Food,Vegetarian,170
6292,"Soft Shell Crabs, Marinière",142,Haitian Food,Non-Vegetarian,330
6293,"Braised shoulder of lamb, mashed turnips",73,Portuguese Food,Vegetarian,600
6294,"Chow Mein, Egg Foo Young, Fried Rice Chinese Combination Plate Dinner",224,Polish Food,Vegetarian,530
6295, Broiled Canada lamb steak,662,Algerian Food,Vegetarian,640
6296,1949 Durbacher Spatburgunder Orig.-Abf. Weingut Freiherr von Neveu,452,Japanese Food,Non-Vegetarian,670
6297,Sarsaparilla Imported,195,Canadian Food,Vegetarian,360
6298,"Cream Bavarois, Strawberry Sauce",91,Scottish Food,Vegetarian,710
6299,Maj. H. A. Huntington,359,Tahitian Food,Vegetarian,250
6300,Cocoa (cup) with whipped cream,496,American Food,Vegetarian,270
6301,Wine jelly custard sauce,104,Latvian Food,Non-Vegetarian,180
6302,English Breakfast tea,450,Tahitian Food,Non-Vegetarian,730
6303,Stewed Fresh Tomatoes and Celery,303,Scottish Food,Vegetarian,700
6304,Pigeonnaux Rotis,398,Thai Food,Non-Vegetarian,500
6305,Poached eggs (2) with broiled bacon,408,Chinese Food,Non-Vegetarian,360
6306,"Ailes de Poulets, Riviere",476,Hawaiian Food,Vegetarian,640
6307,"Corned Beef Hash, with Poached Egg",327,Cajun Food,Non-Vegetarian,440
6308,Beaulieu Reisling,223,Welsh Food,Non-Vegetarian,620
6309,Cuissot ? sce ?,276,Welsh Food,Vegetarian,530
6310,Provoloni,65,Jewish Food,Vegetarian,440
